2,3,9															
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	Vietnamese	EN	CEN	Edited JP	CDE	Romaji (Phonetics)	Column2
vo_gothic_gothic_	enemy_00_	talk_idle_battle_calm_02	vo_gothic_gothic_enemy_00_talk_idle_battle_calm_02	omuk		Enemy	tense	makes noise on duty (mumbling)	Ngắm chuẩn vào!	Aim true!	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_calm_03	vo_gothic_gothic_enemy_00_talk_idle_battle_calm_03	omuk		Enemy	nervous	makes noise on duty (mumbling)	…hrmm…	…hrmm…	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_calm_04	vo_gothic_gothic_enemy_00_talk_idle_battle_calm_04	omuk		Enemy	tense	makes noise on duty (mumbling)	Chết trong vinh quang…	Honor in death…	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_05	vo_gothic_gothic_enemy_00_talk_idle_battle_05	omuk		Enemy	rush of battle	makes noise in battle	Thay đạn!	Reloading!	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_06	vo_gothic_gothic_enemy_00_talk_idle_battle_06	omuk		Enemy	rush of battle	makes noise in battle	Tao thay đạn!	I'm reloading!	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_07	vo_gothic_gothic_enemy_00_talk_idle_battle_07	omuk		Enemy	rush of battle	makes noise in battle	Yểm trợ tao!	Cover me!	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_08	vo_gothic_gothic_enemy_00_talk_idle_battle_08	omuk		Enemy	rush of battle	makes noise in battle	Chết đi, Mạc Phủ cặn bã!	Die, Shogunate scum!	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_09	vo_gothic_gothic_enemy_00_talk_idle_battle_09	omuk		Enemy	rush of battle	makes noise in battle	Giữ vững thành!	Hold the castle!	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_10	vo_gothic_gothic_enemy_00_talk_idle_battle_10	omuk		Enemy	rush of battle	makes noise in battle	Đẩy chúng lùi lại!	Push them back!	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_11	vo_gothic_gothic_enemy_00_talk_idle_battle_11	omuk		Enemy	rush of battle	makes noise in battle	Rút quân!	Retreat!	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_12	vo_gothic_gothic_enemy_00_talk_idle_battle_12	omuk		Enemy	rush of battle	makes noise in battle	Lui quân!	Fall back!	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_13	vo_gothic_gothic_enemy_00_talk_idle_battle_13	omuk		Enemy	rush of battle	makes noise in battle	Chỉ huy đã chết!	Officer dead!	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_daimyo_00	vo_gothic_gothic_enemy_00_talk_idle_daimyo_00	omuk		Enemy	dutiful	makes noise on duty (mumbling)	Vì lãnh chúa Yabu.	For Lord Yabu.	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_general_00	vo_gothic_gothic_enemy_00_talk_idle_general_00	omuk		Enemy	dutiful	makes noise on duty (mumbling)	Vì lãnh cháu Okkoto.	For Lord Okkoto.	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_kagesama_00	vo_gothic_gothic_enemy_00_talk_idle_kagesama_00	omuk		Enemy	dutiful	makes noise on duty (mumbling)	Vì Kage-sama.	For Kage-sama.	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_kagesama_01	vo_gothic_gothic_enemy_00_talk_idle_kagesama_01	omuk		Enemy	dutiful	makes noise on duty (mumbling)	Vì lãnh chúa Noboru.	For Lord Noboru.	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_night_00	vo_gothic_gothic_enemy_00_talk_idle_night_00	omuk		Enemy	tired	makes noise on duty (mumbling)	Mmm…sa kê.	Mmm…sake.	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_night_01	vo_gothic_gothic_enemy_00_talk_idle_night_01	omuk		Enemy	tired	makes noise on duty (mumbling)	…cả ngày như thế rồi.	…been up all day.	4		0		
vo_gothic_gothic_	enemy_00_	talk_idle_night_02	vo_gothic_gothic_enemy_00_talk_idle_night_02	omuk		Enemy	tired	makes noise on duty (mumbling)	Đêm ảm đạm.	Night's dark.	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_night_03	vo_gothic_gothic_enemy_00_talk_idle_night_03	omuk		Enemy	tired	(sound) short yawn			0		0		
vo_gothic_gothic_	enemy_00_	talk_idle_night_04	vo_gothic_gothic_enemy_00_talk_idle_night_04	omuk		Enemy	tired	(sound) longer yawn			0		0		
vo_gothic_gothic_	enemy_00_	talk_idle_snow_00	vo_gothic_gothic_enemy_00_talk_idle_snow_00	omuk		Enemy	cold	makes noise on duty (mumbling)	Mẹ kiếp tuyết.	Damn snow.	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_snow_01	vo_gothic_gothic_enemy_00_talk_idle_snow_01	omuk		Enemy	cold	makes noise on duty (mumbling)	Ah, đóng băng cmr!	Ah, it's freezing!	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_snow_02	vo_gothic_gothic_enemy_00_talk_idle_snow_02	omuk		Enemy	cold	makes noise on duty (mumbling)	Lạnh quá.	So cold.	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_snow_03	vo_gothic_gothic_enemy_00_talk_idle_snow_03	omuk		Enemy	cold	(sound) slight shiver			0		0		
vo_gothic_gothic_	enemy_00_	talk_idle_snow_04	vo_gothic_gothic_enemy_00_talk_idle_snow_04	omuk		Enemy	cold	(sound) strong shiver			0		0		
vo_gothic_gothic_	enemy_00_	talk_npc_00	vo_gothic_gothic_enemy_00_talk_npc_00	omuk		Enemy	dismissive	dialog without topic	Tôi không quan tâm.	That doesn't concern me.	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_01	vo_gothic_gothic_enemy_00_talk_npc_01	omuk		Enemy	aggree	dialog without topic	Biết thế đủ rồi.	That much is known.	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_02	vo_gothic_gothic_enemy_00_talk_npc_02	omuk		Enemy	dismissive	dialog without topic	Không nên tin vào mọi thứ mà ngươi nghe đươc.	You shouldn't believe everything you hear.	6		0		
vo_gothic_gothic_	enemy_00_	talk_npc_03	vo_gothic_gothic_enemy_00_talk_npc_03	omuk		Enemy	disagree	dialog without topic	Tôi nghe ra thứ khác.	I have heard otherwise.	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_04	vo_gothic_gothic_enemy_00_talk_npc_04	omuk		Enemy	aggree	dialog without topic	Nó luôn như thế mà thôi.	That's how it's always been.	5		0		
vo_gothic_gothic_	enemy_00_	talk_npc_05	vo_gothic_gothic_enemy_00_talk_npc_05	omuk		Enemy	dismissive	dialog without topic	Hắn là thằng ngu. Đừng nghe hắn.	He's a fool. Don't listen to him.	7		0		
vo_gothic_gothic_	enemy_00_	talk_npc_06	vo_gothic_gothic_enemy_00_talk_npc_06	omuk		Enemy	aggree	dialog without topic	Hah! Chúng ta có thể đồng ý.	Hah! We can agree on that.	6		0		
vo_gothic_gothic_	enemy_00_	talk_npc_07	vo_gothic_gothic_enemy_00_talk_npc_07	omuk		Enemy	warning	dialog without topic	Cẩn thận với những gì mày nói.	Be careful what you say.	5		0		
vo_gothic_gothic_	enemy_00_	talk_npc_08	vo_gothic_gothic_enemy_00_talk_npc_08	omuk		Enemy	concerned	dialog without topic	Có chút rắc rối.	This means trouble.	3		0		
vo_gothic_gothic_	enemy_00_	talk_npc_09	vo_gothic_gothic_enemy_00_talk_npc_09	omuk		Enemy	unconcerned	dialog without topic	Quên hết đi.	It will blow over.	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_confirm_00	vo_gothic_gothic_enemy_00_talk_npc_confirm_00	omuk		Enemy	dutiful	confirms orders during battle	Đã rõ.	Understood.	1		0		
vo_gothic_gothic_	enemy_00_	talk_npc_confirm_01	vo_gothic_gothic_enemy_00_talk_npc_confirm_01	omuk		Enemy	dutiful	confirms orders during battle	Tuân lệnh thưa ngài.	Yes, my lord.	3		0		
vo_gothic_gothic_	enemy_00_	talk_npc_confirm_02	vo_gothic_gothic_enemy_00_talk_npc_confirm_02	omuk		Enemy	dutiful	confirms orders during battle	Ngay bây giờ.	At once.	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_confirm_battle_00	vo_gothic_gothic_enemy_00_talk_npc_confirm_battle_00	omuk		Enemy	rush of battle	confirms orders during battle	Đã rõ!	Understood!	1		0		
vo_gothic_gothic_	enemy_00_	talk_npc_confirm_battle_01	vo_gothic_gothic_enemy_00_talk_npc_confirm_battle_01	omuk		Enemy	rush of battle	confirms orders during battle	Tuân lệnh thưa ngài!	Yes, my lord!	3		0		
vo_gothic_gothic_	enemy_00_	talk_npc_confirm_battle_02	vo_gothic_gothic_enemy_00_talk_npc_confirm_battle_02	omuk		Enemy	rush of battle	confirms orders during battle	Tôi sẽ không thất bại!	I won't fail you!	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_00	vo_gothic_gothic_enemy_00_talk_npc_orders_00	omuk		Enemy	focussed	gives orders to guardpost	Cảnh giác hơn.	Carry on.	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_01	vo_gothic_gothic_enemy_00_talk_npc_orders_01	omuk		Enemy	focussed	gives orders to guardpost	Tiếp tục đi.	Continue.	1		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_02	vo_gothic_gothic_enemy_00_talk_npc_orders_02	omuk		Enemy	focussed	gives orders to guardpost	Giữ cảnh giác.	Stay vigilant.	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_03	vo_gothic_gothic_enemy_00_talk_npc_orders_03	omuk		Enemy	focussed	gives orders to guardpost	Thông minh lên.	Stay sharp.	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_04	vo_gothic_gothic_enemy_00_talk_npc_orders_04	omuk		Enemy	focussed	gives orders to guardpost during battle	Giữ vững!	Keep it up!	3		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_05	vo_gothic_gothic_enemy_00_talk_npc_orders_05	omuk		Enemy	focussed	gives orders to guardpost during battle	Không lười biếng!	Don't get lazy!	3		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_battle_00	vo_gothic_gothic_enemy_00_talk_npc_orders_battle_00	omuk		Enemy	rush of battle	asks guardpost for status during battle	Cảnh giác hơn!	Carry on!	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_battle_01	vo_gothic_gothic_enemy_00_talk_npc_orders_battle_01	omuk		Enemy	rush of battle	asks guardpost for status during battle	Ta có lệnh mới!	I have new orders!	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_battle_02	vo_gothic_gothic_enemy_00_talk_npc_orders_battle_02	omuk		Enemy	rush of battle	gives orders to guardpost during battle	Mạnh mẽ lên!	Stay strong!	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_battle_03	vo_gothic_gothic_enemy_00_talk_npc_orders_battle_03	omuk		Enemy	rush of battle	gives orders to guardpost during battle	Giữ vị trí của mày!	Hold your position!	3		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_battle_04	vo_gothic_gothic_enemy_00_talk_npc_orders_battle_04	omuk		Enemy	rush of battle	gives orders to guardpost during battle	Lệnh mới!	New orders!	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_battle_05	vo_gothic_gothic_enemy_00_talk_npc_orders_battle_05	omuk		Enemy	rush of battle	gives orders to guardpost during battle	Tiếp tục!	Continue!	1		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_battle_06	vo_gothic_gothic_enemy_00_talk_npc_orders_battle_06	omuk		Enemy	rush of battle	gives orders to guardpost during battle	Thay đạn!	Reload!	1		0		
vo_gothic_gothic_	enemy_00_	talk_npc_orders_battle_07	vo_gothic_gothic_enemy_00_talk_npc_orders_battle_07	omuk		Enemy	rush of battle	gives orders to guardpost during battle	Bắn!	Fire!	1		0		
vo_gothic_gothic_	enemy_00_	talk_npc_report_00	vo_gothic_gothic_enemy_00_talk_npc_report_00	omuk		Enemy	focussed	asks guardpost for status	Báo cáo đi.	Report.	1		0		
vo_gothic_gothic_	enemy_00_	talk_npc_report_01	vo_gothic_gothic_enemy_00_talk_npc_report_01	omuk		Enemy	focussed	asks guardpost for status	Mày báo cáo hả?	Your report?	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_report_02	vo_gothic_gothic_enemy_00_talk_npc_report_02	omuk		Enemy	focussed	asks guardpost for status	Có gì mới?	What news?	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_report_03	vo_gothic_gothic_enemy_00_talk_npc_report_03	omuk		Enemy	focussed	asks guardpost for status	Có gì mới?	Anything new?	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_report_04	vo_gothic_gothic_enemy_00_talk_npc_report_04	omuk		Enemy	focussed	asks guardpost for status	Mọi thứ vẫn yên lặng hả?	Everything quiet?	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_report_battle_00	vo_gothic_gothic_enemy_00_talk_npc_report_battle_00	omuk		Enemy	rush of battle	asks guardpost for status during battle	Báo cáo đi!	Report!	1		0		
vo_gothic_gothic_	enemy_00_	talk_npc_report_battle_01	vo_gothic_gothic_enemy_00_talk_npc_report_battle_01	omuk		Enemy	rush of battle	asks guardpost for status during battle	Nói cho ta!	Tell me!	2		0		
vo_gothic_gothic_	enemy_00_	talk_npc_report_battle_02	vo_gothic_gothic_enemy_00_talk_npc_report_battle_02	omuk		Enemy	rush of battle	asks guardpost for status during battle	Cho ta biết báo cáo của mày!	Give me your report!	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_tense_00	vo_gothic_gothic_enemy_00_talk_npc_tense_00	omuk		Enemy	dutiful	dialog without topic (during open battle)	Lệnh của chúng ta!	We have our orders!	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_tense_01	vo_gothic_gothic_enemy_00_talk_npc_tense_01	omuk		Enemy	anxious	dialog without topic (during open battle)	Hơi bất an.	The battle wages on.	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_tense_02	vo_gothic_gothic_enemy_00_talk_npc_tense_02	omuk		Enemy	for honor!	dialog without topic (during open battle)	Hôm nay chúng ta sẽ dành được vinh quang.	We will gain honor today.	5		0		
vo_gothic_gothic_	enemy_00_	talk_npc_tense_03	vo_gothic_gothic_enemy_00_talk_npc_tense_03	omuk		Enemy	for honor!	dialog without topic (during open battle)	Chúng ta phải mạnh mẽ lên!	We must stay strong!	4		0		
vo_gothic_gothic_	enemy_00_	talk_npc_tense_04	vo_gothic_gothic_enemy_00_talk_npc_tense_04	omuk		Enemy	fierce	dialog without topic (during open battle)	Để địch tiến về phía chúng ta.	Let the enemy come to us.	6		0		
vo_eny_eny_	enemy_00_	urinate_00	vo_eny_eny_enemy_00_urinate_00	omuk		Enemy		(sound) relieves himself			0		0		
vo_eny_eny_	enemy_00_	whistle_00	vo_eny_eny_enemy_00_whistle_00	omuk		Enemy		(sound) whistles a tune			0		0		
vo_eny_eny_	enemy_00_	wounded_00	vo_eny_eny_enemy_00_wounded_00	omuk		Enemy		(sound) badly wounded, lying on stretcher, moaning			0		0		
vo_eny_eny_	enemy_00_	yawn_00	vo_eny_eny_enemy_00_yawn_00	omuk		Enemy		(sound) yawn			0		0		
															
									WORDCOUNT EN:	WORDCOUNT EN:	984	WORDCOUNT DE:	42		
