2,3,9													
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	EN	CEN	JP	CDE
vo_gothic_gothic_	static_00_	talk_idle_night_01	vo_gothic_gothic_static_00_talk_idle_night_01	omuk		Static	tired	makes noise on duty (mumbling)	…cả ngày như thế rồi.	Ah…been up all day.	4		0
vo_gothic_gothic_	static_00_	talk_idle_night_02	vo_gothic_gothic_static_00_talk_idle_night_02	omuk		Static	tired	makes noise on duty (mumbling)	Đêm ảm đạm.	Night is gloomy.	3		0
vo_gothic_gothic_	static_00_	talk_idle_night_03	vo_gothic_gothic_static_00_talk_idle_night_03	omuk		Static	tired	(sound) short yawn			0		0
vo_gothic_gothic_	static_00_	talk_idle_night_04	vo_gothic_gothic_static_00_talk_idle_night_04	omuk		Static	tired	(sound) longer yawn			0		0
vo_gothic_gothic_	static_00_	talk_idle_snow_00	vo_gothic_gothic_static_00_talk_idle_snow_00	omuk		Static	cold	makes noise on duty (mumbling)	Mẹ kiếp tuyết.	Ugh, damn snow.	3		0
vo_gothic_gothic_	static_00_	talk_idle_snow_01	vo_gothic_gothic_static_00_talk_idle_snow_01	omuk		Static	cold	makes noise on duty (mumbling)	Ah, đóng băng cmr!	Oh, it is freezing!	4		0
vo_gothic_gothic_	static_00_	talk_idle_snow_02	vo_gothic_gothic_static_00_talk_idle_snow_02	omuk		Static	cold	makes noise on duty (mumbling)	Lạnh quá.	Ah! So cold!	3		0
vo_gothic_gothic_	static_00_	talk_idle_snow_03	vo_gothic_gothic_static_00_talk_idle_snow_03	omuk		Static	cold	(sound) slight shiver			0		0
vo_gothic_gothic_	static_00_	talk_idle_snow_04	vo_gothic_gothic_static_00_talk_idle_snow_04	omuk		Static	cold	(sound) strong shiver			0		0
vo_gothic_gothic_	static_00_	talk_npc_00	vo_gothic_gothic_static_00_talk_npc_00	omuk		Static	dismissive	dialog without topic	Tao không quan tâm.	Ah…that does not concern me.	5		0
vo_gothic_gothic_	static_00_	talk_npc_01	vo_gothic_gothic_static_00_talk_npc_01	omuk		Static	aggree	dialog without topic	Biết thế đủ rồi.	That much is known.	4		0
vo_gothic_gothic_	static_00_	talk_npc_02	vo_gothic_gothic_static_00_talk_npc_02	omuk		Static	dismissive	dialog without topic	Không nên tin vào mọi thứ mà mày nghe đươc.	You shouldn't believe everything you hear.	6		0
vo_gothic_gothic_	static_00_	talk_npc_03	vo_gothic_gothic_static_00_talk_npc_03	omuk		Static	disagree	dialog without topic	Tao nghe ra thứ khác.	I've heard otherwise.	3		0
vo_gothic_gothic_	static_00_	talk_npc_04	vo_gothic_gothic_static_00_talk_npc_04	omuk		Static	aggree	dialog without topic	Nó luôn như thế mà thôi.	Ah, that's just how it's always been!	7		0
vo_gothic_gothic_	static_00_	talk_npc_05	vo_gothic_gothic_static_00_talk_npc_05	omuk		Static	dismissive	dialog without topic	Hắn là thằng ngu. Đừng nghe hắn.	He's a fool! Don't listen to him.	7		0
vo_gothic_gothic_	static_00_	talk_npc_06	vo_gothic_gothic_static_00_talk_npc_06	omuk		Static	aggree	dialog without topic	Hah! Chúng ta có thể đồng ý.	Yeah, we can agree on that.	6		0
vo_gothic_gothic_	static_00_	talk_npc_07	vo_gothic_gothic_static_00_talk_npc_07	omuk		Static	warning	dialog without topic	Cẩn thận với những gì mày nói.	Heh! Be careful what you say.	6		0
vo_gothic_gothic_	static_00_	talk_npc_08	vo_gothic_gothic_static_00_talk_npc_08	omuk		Static	concerned	dialog without topic	Có chút rắc rối.	This means trouble!	3		0
vo_gothic_gothic_	static_00_	talk_npc_09	vo_gothic_gothic_static_00_talk_npc_09	omuk		Static	unconcerned	dialog without topic	Quên hết đi.	Ah, it'll blow over.	4		0
vo_gothic_gothic_	static_00_	talk_npc_confirm_00	vo_gothic_gothic_static_00_talk_npc_confirm_00	omuk		Static	dutiful	confirms orders during battle	Đã rõ.	Understood.	1		0
vo_gothic_gothic_	static_00_	talk_npc_confirm_01	vo_gothic_gothic_static_00_talk_npc_confirm_01	omuk		Static	dutiful	confirms orders during battle	Tuân lệnh thưa ngài.	Yes, my lord.	3		0
vo_gothic_gothic_	static_00_	talk_npc_confirm_02	vo_gothic_gothic_static_00_talk_npc_confirm_02	omuk		Static	dutiful	confirms orders during battle	Ngay bây giờ.	At once.	2		0
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_00	vo_gothic_gothic_static_00_talk_npc_confirm_battle_00	omuk		Static	rush of battle	confirms orders during battle	Đã rõ!	Understood!	1		0
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_01	vo_gothic_gothic_static_00_talk_npc_confirm_battle_01	omuk		Static	rush of battle	confirms orders during battle	Tuân lệnh thưa ngài!	Yes, my lord!	3		0
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_02	vo_gothic_gothic_static_00_talk_npc_confirm_battle_02	omuk		Static	rush of battle	confirms orders during battle	Tôi sẽ không thất bại!	I will not fail!	4		0
vo_gothic_gothic_	static_00_	talk_npc_orders_00	vo_gothic_gothic_static_00_talk_npc_orders_00	omuk		Static	focussed	gives orders to guardpost	Cảnh giác hơn.	Carry on.	2		0
vo_gothic_gothic_	static_00_	talk_npc_orders_01	vo_gothic_gothic_static_00_talk_npc_orders_01	omuk		Static	focussed	gives orders to guardpost	Tiếp tục đi.	Continue.	1		0
vo_gothic_gothic_	static_00_	talk_npc_orders_02	vo_gothic_gothic_static_00_talk_npc_orders_02	omuk		Static	focussed	gives orders to guardpost	Giữ cảnh giác.	Stay vigilant.	2		0
vo_gothic_gothic_	static_00_	talk_npc_orders_03	vo_gothic_gothic_static_00_talk_npc_orders_03	omuk		Static	focussed	gives orders to guardpost	Thông minh lên.	Stay sharp.	2		0
vo_gothic_gothic_	static_00_	talk_npc_orders_04	vo_gothic_gothic_static_00_talk_npc_orders_04	omuk		Static	focussed	gives orders to guardpost	Giữ vững!	Keep it up.	3		0
vo_gothic_gothic_	static_00_	talk_npc_orders_05	vo_gothic_gothic_static_00_talk_npc_orders_05	omuk		Static	focussed	gives orders to guardpost	Không lười biếng!	Do not get lazy.	4		0
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_00	vo_gothic_gothic_static_00_talk_npc_orders_battle_00	omuk		Static	rush of battle	asks guardpost for status during battle	Cảnh giác hơn!	Carry on!	2		0
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_01	vo_gothic_gothic_static_00_talk_npc_orders_battle_01	omuk		Static	rush of battle	asks guardpost for status during battle	Ta có lệnh mới!	I have new orders!	4		0
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_02	vo_gothic_gothic_static_00_talk_npc_orders_battle_02	omuk		Static	rush of battle	gives orders to guardpost during battle	Mạnh mẽ lên!	Stay strong!	2		0
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_03	vo_gothic_gothic_static_00_talk_npc_orders_battle_03	omuk		Static	rush of battle	gives orders to guardpost during battle	Giữ vị trí của mày!	Hold your position!	3		0
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_04	vo_gothic_gothic_static_00_talk_npc_orders_battle_04	omuk		Static	rush of battle	gives orders to guardpost during battle	Lệnh mới!	New orders!	2		0
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_05	vo_gothic_gothic_static_00_talk_npc_orders_battle_05	omuk		Static	rush of battle	gives orders to guardpost during battle	Tiếp tục!	Continue!	1		0
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_06	vo_gothic_gothic_static_00_talk_npc_orders_battle_06	omuk		Static	rush of battle	gives orders to guardpost during battle	Thay đạn!	Reload!	1		0
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_07	vo_gothic_gothic_static_00_talk_npc_orders_battle_07	omuk		Static	rush of battle	gives orders to guardpost during battle	Bắn!	Fire!	1		0
vo_gothic_gothic_	static_00_	talk_npc_report_00	vo_gothic_gothic_static_00_talk_npc_report_00	omuk		Static	focussed	asks guardpost for status	Báo cáo đi.	Report.	1		0
vo_gothic_gothic_	static_00_	talk_npc_report_01	vo_gothic_gothic_static_00_talk_npc_report_01	omuk		Static	focussed	asks guardpost for status	Mày báo cáo hả?	Your report?	2		0
vo_gothic_gothic_	static_00_	talk_npc_report_02	vo_gothic_gothic_static_00_talk_npc_report_02	omuk		Static	focussed	asks guardpost for status	Có gì mới?	What news?	2		0
vo_gothic_gothic_	static_00_	talk_npc_report_03	vo_gothic_gothic_static_00_talk_npc_report_03	omuk		Static	focussed	asks guardpost for status	Có gì mới?	Anything new?	2		0
vo_gothic_gothic_	static_00_	talk_npc_report_04	vo_gothic_gothic_static_00_talk_npc_report_04	omuk		Static	focussed	asks guardpost for status	Mọi thứ vẫn yên lặng hả?	Everything quiet?	2		0
vo_gothic_gothic_	static_00_	talk_npc_report_battle_00	vo_gothic_gothic_static_00_talk_npc_report_battle_00	omuk		Static	rush of battle	asks guardpost for status during battle	Báo cáo đi!	Report!	1		0
vo_gothic_gothic_	static_00_	talk_npc_report_battle_01	vo_gothic_gothic_static_00_talk_npc_report_battle_01	omuk		Static	rush of battle	asks guardpost for status during battle	Nói cho ta!	Tell me!	2		0
vo_gothic_gothic_	static_00_	talk_npc_report_battle_02	vo_gothic_gothic_static_00_talk_npc_report_battle_02	omuk		Static	rush of battle	asks guardpost for status during battle	Cho ta biết báo cáo của mày!	Give your report!	3		0
vo_gothic_gothic_	static_00_	talk_npc_tense_00	vo_gothic_gothic_static_00_talk_npc_tense_00	omuk		Static	dutiful	dialog without topic (during open battle)	Lệnh của chúng ta!	We have our orders!	4		0
vo_gothic_gothic_	static_00_	talk_npc_tense_01	vo_gothic_gothic_static_00_talk_npc_tense_01	omuk		Static	anxious	dialog without topic (during open battle)	Hơi bất an.	The battle wages on.	4		0
vo_gothic_gothic_	static_00_	talk_npc_tense_02	vo_gothic_gothic_static_00_talk_npc_tense_02	omuk		Static	for honor!	dialog without topic (during open battle)	Hôm nay chúng ta sẽ dành được vinh quang.	We will gain honor today.	5		0
vo_gothic_gothic_	static_00_	talk_npc_tense_03	vo_gothic_gothic_static_00_talk_npc_tense_03	omuk		Static	for honor!	dialog without topic (during open battle)	Chúng ta phải mạnh mẽ lên!	We must stay strong.	4		0
vo_gothic_gothic_	static_00_	talk_npc_tense_04	vo_gothic_gothic_static_00_talk_npc_tense_04	omuk		Static	fierce	dialog without topic (during open battle)	Để địch tiến về phía chúng ta.	Let the enemy come to us.	6		0
vo_eny_eny_	static_00_	urinate_00	vo_eny_eny_static_00_urinate_00	omuk		Static		(sound) relieves himself			0		0
vo_eny_eny_	static_00_	whistle_00	vo_eny_eny_static_00_whistle_00	omuk		Static		(sound) whistles a tune			0		0
vo_eny_eny_	static_00_	wounded_00	vo_eny_eny_static_00_wounded_00	omuk		Static		(sound) badly wounded, lying on stretcher, moaning			0		0
vo_eny_eny_	static_00_	yawn_00	vo_eny_eny_static_00_yawn_00	omuk		Static		(sound) yawn			0		0
													
									WORDCOUNT EN:	WORDCOUNT EN:	1068	WORDCOUNT DE:	1
